ementa,norma,tornada_sem_efeito,alterada,data,outros,tipo_normatico,publicacao,revogada,em_vigor,anexos,tags
Inscreve o aeródromo público Pedro Teixeira Castelo - Regional Tauá (CE) no cadastro de aeródromos.,Portaria nº 0989/SIA de 19/05/2011,,,2011-05-19,,Portaria,"DOU Nº 96, S/1, p. 4  20/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0989-sia-de-19-05-2011/@@display-file/arquivo_norma/PA2011-0989.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de transporte aéreo público regular - MAP TRANSPORTES AÉREOS LTDA./Manaus(AM).,Portaria nº 0978/SRE de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0978-sre-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0978.pdf,['portaria']
"Renova a Autorização de Funcionamento, Autoriza a Mudança de Endereço e Renova a Homologação dos Cursos da Goldenfly  Escola de Aviação Civil LTDA.",Portaria nº 0977/SSO de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0977-sso-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0977.pdf,['portaria']
Renova a Homologação do Curso de Comissário de Voo da Skylab Curso de Tráfego Aéreo Internacional Ltda.,Portaria nº 0976/SSO de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0976-sso-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0976.pdf,['portaria']
Renova a Homologação dos Cursos do Aeroclube de Brasília.,Portaria nº 0974/SSO de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0974-sso-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0974.pdf,['portaria']
Renova a autorização de funcionamento e a homologação dos cursos da AHV ESCOLA DE AVIAÇÃO CIVIL LTDA.,Portaria nº 0975/SSO de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0975-sso-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0975.pdf,['portaria']
"Renova a homologação dos cursos de Piloto Privado de Avião, Piloto Comercial de Avião e Instrutor de Voo de Avião, partes teórica e prática, do Aeroclube de Caxias do Sul.",Portaria nº 0973/SSO de 18/05/2011,,,2011-05-18,,Portaria,"DOU Nº 95, S/1, p. 8  19/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0973-sso-de-18-05-2011/@@display-file/arquivo_norma/PA2011-0973.pdf,['portaria']
Autoriza a operação de sociedade empresária de serviço aéreo especializado - ANÁPOLIS AVIAÇÃO AGRÍCOLA LTDA./Goiânia (GO).,Decisão nº 064 de 17/05/2011,,,2011-05-17,,Decisão,"DOU Nº 94, S/1, p. 04, 18/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-064-de-17-05-2011/@@display-file/arquivo_norma/DA2011-0064.pdf,['decisão']
Autoriza a operação de sociedade empresária de táxi aéreo - ÍCARO TÁXI AÉREO LTDA./Brasília (DF).,Decisão nº 065 de 17/05/2011,,,2011-05-17,,Decisão,"DOU Nº 94, S/1, p. 04, 18/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-065-de-17-05-2011/@@display-file/arquivo_norma/DA2011-0065.pdf,['decisão']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - EMPRESA DE AEROTÁXI PAMPULHA LTDA.,Portaria nº 0968/SRE de 17/05/2011,,,2011-05-17,,Portaria,"DOU Nº 94, S/1, p. 4  18/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0968-sre-de-17-05-2011/@@display-file/arquivo_norma/PA2011-0968.pdf,['portaria']
"Inscreve o aeródromo privado Fazendas Reunidas Baumgart IV (GO) no cadastro de aeródromos. Revogada pela Portaria n. 109/SIA, de 16 de janeiro de 2014.",Portaria nº 0970/SIA de 17/05/2011,,,2011-05-17,,Portaria,"DOU Nº 94, S/1, p. 4  18/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0970-sia-de-17-05-2011/@@display-file/arquivo_norma/PA2011-0970.pdf,['portaria']
Inscreve o heliponto privado Helicentro BH (MG) no cadastro de aeródromos.,Portaria nº 0971/SIA de 17/05/2011,,,2011-05-17,,Portaria,"DOU Nº 94, S/1, p. 4  18/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0971-sia-de-17-05-2011/@@display-file/arquivo_norma/PA2011-0971.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo especializado - Amazônia Aviação Agrícola ltda./ Davinópolis (MA).,Portaria nº 0966/SRE de 16/05/2011,,,2011-05-16,,Portaria,"DOU Nº 93, S/1, p. 29  17/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0966-sre-de-16-05-2011/@@display-file/arquivo_norma/PA2011-0966.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo especializado - TIME NEWS SERVIÇOS AÉREOS ESPECIALIZADOS LTDA./ Carapicuíba (SP).,Portaria nº 0965/SRE de 16/05/2011,,,2011-05-16,,Portaria,"DOU Nº 93, S/1, p. 28  17/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0965-sre-de-16-05-2011/@@display-file/arquivo_norma/PA2011-0965.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo -  RUSSI E RUSSI TÁXI AÉREO LTDA./ Itapema (SC).,Portaria nº 0964/SRE de 16/05/2011,,,2011-05-16,,Portaria,"DOU Nº 93, S/1, p. 28 17/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0964-sre-de-16-05-2011/@@display-file/arquivo_norma/PA2011-0964.pdf,['portaria']
"Dispõe sobre as restrições relativas às implantações que possam afetar adversamente a segurança e a regularidade das operações aéreas, e dá outras providências. Alterada pela Portaria COMAER 98/GC5, de 6 de março de 2012. Alterada pela Portaria COMAER 271/GC5, de 06 de junho de 2012.",Portaria nº 0256/GC5 de 13/05/2011,,,2011-05-13,,Portaria,"DOU Nº 92, S/1, p. 11, de 16/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0256-gc5-de-13-05-2011/@@display-file/arquivo_norma/PGAer2011-0256.pdf,"['alteração', 'portaria']"
Nomeia os servidores arrolados para compor Comissão Especial para atualização do registro cadastral existente e para o ingresso de novas sociedades empresárias concessionárias interessadas em participar do certame de distribuição de slots no Aeroporto de Congonhas (SBSP).,Portaria nº 0956/SRE de 13/05/2011,,,2011-05-13,,Portaria,"BPS V. 6, Nº 19,  13/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0956-sre-de-13-05-2011/@@display-file/arquivo_norma/PA2011-0956.pdf,['portaria']
Autoriza a empresa AVIANCA (OCEANAIR LINHAS AÉREAS S/A) a oferecer o curso BÁSICO EM SEGURANÇA DA AVIAÇÃO CIVIL.,Portaria nº 0955/SCD de 12/05/2011,,,2011-05-12,,Portaria,"DOU Nº 91, S/1, p. 09  13/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0955-scd-de-05-12-2011/@@display-file/arquivo_norma/PA2011-0955.pdf,['portaria']
Autoriza o funcionamento jurídico da sociedade empresária MAC LAREN TÁXI AÉREO S.A. - NITERÓI (RJ).,Portaria nº 0952/SRE de 12/05/2011,,,2011-05-12,,Portaria,"DOU Nº 91, S/1, p. 09  13/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0952-sre-de-05-12-2011/@@display-file/arquivo_norma/PA2011-0952.pdf,['portaria']
Autoriza o funcionamento jurídico da sociedade empresária RECANTO DO LARGO VERDE AVIAÇÃO AGRÍCOLA LTDA -  Lagoa da Confusão (TO).,Portaria nº 0951/SRE de 12/05/2011,,,2011-05-12,,Portaria,"DOU Nº 91, S/1, p. 09  13/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0951-sre-de-05-12-2011/@@display-file/arquivo_norma/PA2011-0951.pdf,['portaria']
Aloca frequências mistas regulares para o México - TAM Linhas Aéreas S.A.,Portaria nº 0943/DIRP de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0943-dirp-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0943.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo especializado - AEROSHOW HELICÓPTEROS SERVIÇOS AÉREOS ESPECIALIZADOS LTDA.,Portaria nº 0937/SRE de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0937-sre-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0937.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - ATB AERO TAXI LTDA.,Portaria nº 0936/SRE de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0936-sre-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0936.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - SAGRES TÁXI AÉREO LTDA.,Portaria nº 0938/SRE de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0938-sre-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0938.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - VISION TAXI AÉREO LTDA.,Portaria nº 0939/SRE de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0939-sre-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0939.pdf,['portaria']
Homologa o heliponto em navio privado SEVEN MAR (RJ).,Portaria nº 0940/SIA de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0940-sia-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0940.pdf,['portaria']
Inscreve o heliponto privado Hospital das Clínicas de Teresina (PI) no cadastro de aeródromos.,Portaria nº 0941/SIA de 11/05/2011,,,2011-05-11,,Portaria,"DOU Nº 90, S/1, p. 03  12/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0941-sia-de-05-11-2011/@@display-file/arquivo_norma/PA2011-0941.pdf,['portaria']
Autoriza a operação de sociedade empresária de táxi aéreo - ALBA TÁXI AÉREO LTDA.,Decisão nº 061 de 10/05/2011,,,2011-05-10,,Decisão,"DOU Nº 89, S/1, p. 21, 11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-061-de-10-05-2011/@@display-file/arquivo_norma/DA2011-0061.pdf,['decisão']
Autoriza a operação de sociedade empresária de táxi aéreo - LYNX TÁXI AÉREO LTDA.,Decisão nº 062 de 10/05/2011,,,2011-05-10,,Decisão,"DOU Nº 89, S/1, p. 21, 11/05/2011","(Revogada pela Decisão 45, de 4 de maio de 2016)",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-062-de-10-05-2011/@@display-file/arquivo_norma/DA2011-0062.pdf,['decisão']
Renova a autorização operacional de sociedade empresária de táxi aéreo - INTERÁVIA TÁXI AÉREO LTDA.,Decisão nº 063 de 10/05/2011,,,2011-05-10,,Decisão,"DOU Nº 89, S/1, p. 21, 11/05/2011","(Revogada pela Decisão 43, de 4 de maio de 2016)",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-063-de-10-05-2011/@@display-file/arquivo_norma/DA2011-0063.pdf,['decisão']
"Aprova a 1ª Alteração Contratual, Autoriza Base Operacional e Homologa os cursos práticos de Piloto Privado de Avião e Piloto Comercial de Avião da Escola de Aviação Civil Golden Wings Ltda.",Portaria nº 0926/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0926-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0926.pdf,"['alteração', 'aprovação', 'portaria']"
Da Revogação da Autorização Definitiva de Funcionamento do Aeroclube de Guaxupé -  Guaxupé -(MG).,Portaria nº 0934/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 22  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0934-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0934.pdf,['portaria']
Da suspensão do Certificado de Atividade Aérea do Aeroclube de Guarapuava - Guarapuava (PR).,Portaria nº 0930/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 22  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0930-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0930.pdf,['portaria']
"Homologa o Curso de Comissário de Voo, partes teórica e prática, e o Curso de Piloto Comercial Helicóptero, parte teórica, da MAGISTER Escola de Aviação Civil Ltda.",Portaria nº 0927/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0927-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0927.pdf,['portaria']
"Homologa o curso de Piloto Comercial Avião parte prática, do Aeroclube de Várzea Grande.",Portaria nº 0928/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0928-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0928.pdf,['portaria']
Inscreve o aeródromo privado Fazenda Constância (SP) no cadastro de aeródromos.,Portaria nº 0932/SIA de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011","Portaria Nº 981/SIA, de 22 de abril de 2014",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0932-sia-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0932.pdf,['portaria']
Prorroga a suspensão do Certificado de Atividade Aérea do Aeroclube de Fernandópolis.,Portaria nº 0931/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 22  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0931-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0931.pdf,['portaria']
Renova a inscrição do heliponto privado Estância Lajota (SP) no cadastro de aeródromos.,Portaria nº 0933/SIA de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0933-sia-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0933.pdf,['portaria']
Suspende o Certificado de Homologação de Empresa de Transporte Aéreo (CHETA) emitido para a empresa Click Taxi Aéreo e Turismo Ltda.,Portaria nº 0929/SSO de 10/05/2011,,,2011-05-10,,Portaria,"DOU Nº 89, S/1, p. 21  11/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0929-sso-de-05-10-2011/@@display-file/arquivo_norma/PA2011-0929.pdf,['portaria']
"Aprova documentos pertinentes ao processo de licitação para a concessão da construção parcial, manutenção e exploração do Aeroporto Internacional de São Gonçalo do Amarante (ASGA).",Decisão nº 060 de 06/05/2011,,,2011-05-06,,Decisão,"DOU Nº 87, S/1, p. 2, 09/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-060-de-06-05-2011/@@display-file/arquivo_norma/DA2011-0060.pdf,"['aprovação', 'decisão']"
Defere pedido de isenção parcial e temporária de cumprimento do requisito RBAC 121.344(d) - TRIP Linhas aéreas S.A.,Decisão nº 059 de 06/05/2011,,,2011-05-06,,Decisão,"DOU Nº 87, S/1, p. 2, 09/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-059-de-06-05-2011/@@display-file/arquivo_norma/DA2011-0059.pdf,"['121.344', 'decisão', 'isenção', 'rbac']"
Defere pedido de isenção parcial e temporária de cumprimento do requisito RBAC 121.344(d) - TRIP Linhas aéreas S.A.,Decisão nº 058 de 06/05/2011,,,2011-05-06,,Decisão,"DOU Nº 87, S/1, p. 1, 09/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/decisoes-2011/decisao-no-058-de-06-05-2011/@@display-file/arquivo_norma/DA2011-0058.pdf,"['121.344', 'decisão', 'isenção', 'rbac']"
Autoriza o funcionamento jurídico de sociedade empresária de serviço aéreo especializado - AGROTOTAL AERO AGRÍCOLA LTDA.,Portaria nº 0918/SRE de 06/05/2011,,,2011-05-06,,Portaria,"DOU Nº 87, S/1, p. 2  09/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0918-sre-de-05-06-2011/@@display-file/arquivo_norma/PA2011-0918.pdf,['portaria']
Autoriza o funcionamento jurídico de sociedade empresária de táxi aéreo - LOGO AIR TÁXI AÉREO LTDA.,Portaria nº 0922/SRE de 06/05/2011,,,2011-05-06,,Portaria,"DOU Nº 87, S/1, p. 2  09/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0922-sre-de-05-06-2011/@@display-file/arquivo_norma/PA2011-0922.pdf,['portaria']
Exclui o aeródromo privado Fazenda Altair (SP) do cadastro de aeródromos.,Portaria nº 0908/SIA de 05/05/2011,,,2011-05-05,,Portaria,"DOU Nº 86, S/1, p. 10  06/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0908-sia-de-05-05-2011/@@display-file/arquivo_norma/PA2011-0908.pdf,['portaria']
"Homologa o heliponto em navio privado POLAR QUEEN (RJ). Revogada pela Portaria 940/SIA, de 11 de maio de 2011.",Portaria nº 0903/SIA de 05/05/2011,,,2011-05-05,,Portaria,"DOU Nº 86, S/1, p. 9  06/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0903-sia-de-05-05-2011/@@display-file/arquivo_norma/PA2011-0903.pdf,['portaria']
Homologa o heliponto em navio privado VITORIA 10000 (SP).,Portaria nº 0906/SIA de 05/05/2011,,,2011-05-05,,Portaria,"DOU Nº 86, S/1, p. 9  06/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0906-sia-de-05-05-2011/@@display-file/arquivo_norma/PA2011-0906.pdf,['portaria']
Homologa o heliponto em plataforma privado MAERSK PEREGRINO (RJ).,Portaria nº 0907/SIA de 05/05/2011,,,2011-05-05,,Portaria,"DOU Nº 86, S/1, p. 9  06/05/2011","Portaria 2408, de 13 de setembro de 2013",,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0907-sia-de-05-05-2011/@@display-file/arquivo_norma/PA2011-0907.pdf,['portaria']
"Homologa os cursos de Piloto Comercial de Avião e Instrutor de Voo de Avião, parte teórica, da CLP - ESCOLA DE AVIAÇÃO CIVIL LTDA.",Portaria nº 0917/SSO de 05/05/2011,,,2011-05-05,,Portaria,"DOU Nº 86, S/1, p. 10  06/05/2011",,,https://www.anac.gov.br/assuntos/legislacao/legislacao-1/portarias/portarias-2011/portaria-no-0917-sso-de-05-05-2011/@@display-file/arquivo_norma/PA2011-0917.pdf,['portaria']
