Tipo normativo	Norma	Publicação	Ementa	Data	Em vigor	Revogada	Tornada sem efeito	Alterada	Outros	Anexos
Decisão	DECISÃO Nº 024, 07/02/2017	DOU 09/02/2017, Seção 1, Pág.97	Autoriza sociedade empresária estrangeira a operar no território nacional - Dyrus S.A. (Alas Uruguay).	2017-02-07						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-024-07-02-2017@@download/arquivo_norma/DA2017-024.pdf
Decisão	DECISÃO Nº 040, 21/02/2017	DOU 23/02/2017, Seção 1, Pág.75	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Aero Sepé Aviação Agrícola Ltda.	2017-02-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-040-21-02-2017@@download/arquivo_norma/DA2017-0040.pdf
Decisão	DECISÃO Nº 042, 21/02/2017	DOU 23/02/2017, Seção 1, Pág.75	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Reali Táxi Aéreo Ltda.	2017-02-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-042-21-02-2017@@download/arquivo_norma/DA2017-042.pdf
Decisão	DECISÃO Nº 041, 21/02/2017	DOU 23/02/2017, Seção 1, Pág.75	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Precisa Aeroagrícola Ltda. - ME.	2017-02-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-041-21-02-2017@@download/arquivo_norma/DA2017-041.pdf
Decisão	DECISÃO Nº 044, 07/03/2017	DOU 14/03/2017, Seção 1, Pág.170	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Oeste Aviação Agrícola Ltda. - ME.	2017-03-07						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-044-07-03-2017@@download/arquivo_norma/DA2017-0044.pdf
Decisão	DECISÃO Nº 043, 07/03/2017	DOU 14/03/2017, Seção 1, Pág.170	Autoriza a operação de sociedade empresária de táxi aéreo - Camejo Táxi Aéreo Ltda. - ME.	2017-03-07						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-043-07-03-2017@@download/arquivo_norma/DA2017-0043.pdf
Decisão	DECISÃO Nº 045, 07/03/2017	DOU 14/03/2017, Seção 1, Pág.170	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Aero Agrícola Globoar Sul Ltda. - EPP.	2017-03-07						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-045-07-03-2017@@download/arquivo_norma/DA2017-0045.pdf
Decisão	DECISÃO Nº 047, 21/03/2017	DOU 24/03/2017, Seção 1, Pág.141	Defere pedido de isenção de cumprimento do requisito de que trata o parágrafo 175.5(c) do RBAC nº 175 para a ABSA - Aerolinhas Brasileiras S.A. e para a Tam Linhas Aéreas S.A.	2017-03-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-047-21-03-2017@@download/arquivo_norma/DA2017-0047.pdf
Decisão	DECISÃO Nº 048, 21/03/2017	DOU 24/03/2017, Seção 1, Pág.141	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Aeromarketing Propagandas Aéreas Ltda. - ME.	2017-03-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-048-21-03-2017@@download/arquivo_norma/DA2017-0048.pdf
Decisão	DECISÃO Nº 049, 21/03/2017	DOU 24/03/2017, Seção 1, Pág.141	Autoriza a operação de sociedade empresária de táxi aéreo e de serviço aéreo público especializado - Yapó Aerotáxi Ltda. - ME.	2017-03-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-049-21-03-2017@@download/arquivo_norma/DA2017-0049.pdf
Decisão	DECISÃO Nº 050, 21/03/2017	DOU 24/03/2017, Seção 1, Pág.141	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Morandi Aviação Agrícola Ltda.	2017-03-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-050-21-03-2017@@download/arquivo_norma/DA2017-0050.pdf
Decisão	DECISÃO Nº 051, 21/03/2017	DOU 24/03/2017, Seção 1, Pág.141	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Microsurvey Aerogeofísica e Consultoria Científica Ltda.	2017-03-21						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-051-21-03-2017@@download/arquivo_norma/DA2017-0051.pdf
Decisão	DECISÃO Nº 056, 04/04/2017	DOU 07/04/2017, Seção 1, Pág.45	Defere pedido de isenção de cumprimento do requisito de que trata o parágrafo 25.813(e) do RBAC nº 25, para o avião Cessna 680A.	2017-04-04						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-056-04-04-2017@@download/arquivo_norma/DA2017-0056.pdf
Decisão	DECISÃO Nº 057, 04/04/2017	DOU 07/04/2017, Seção 1, Pág.45	Renova a autorização operacional de sociedade empresária de táxi aéreo - Jotan Táxi Aéreo Ltda. - EPP.	2017-04-04						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-057-04-04-2017@@download/arquivo_norma/DA2017-0057.pdf
Decisão	DECISÃO Nº 058, 04/04/2017	DOU 04/04/2017, Seção 1, Pág.45	Autoriza a exploração de aeródromo civil público - Aeroclube de São João Nepomuceno.	2017-04-04						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-058-04-04-2017@@download/arquivo_norma/DA2017-0058.pdf
Decisão	DECISÃO Nº 061, 19/04/2017	DOU 24/04/2017, Seção 1, Pág.89	Aprova a 1ª Revisão Extraordinária do Contrato de Concessão do Aeroporto Internacional Tancredo Neves/Confins, localizado nos municípios de Confins/MG e de Lagoa Santa/MG.	2017-04-19						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-061-19-04-2017@@download/arquivo_norma/DA2017-0061.pdf
Decisão	DECISÃO Nº 062, 19/04/2017	DOU 24/04/2017, Seção 1, Pág.89	Renova a autorização operacional de sociedade empresária de táxi aéreo - Easy Táxi Aéreo Ltda.	2017-04-19						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-062-19-04-2017@@download/arquivo_norma/DA2017-0062.pdf
Decisão	DECISÃO Nº 063, 19/04/2017	DOU 24/04/2017, Seção 1, Pág.89	Renova a autorização operacional de sociedade empresária de serviço aéreo público especializado - Direta Aviação Agrícola Ltda.	2017-04-19		Revogada pela Decisão nº 393, de 11 de agosto de 2021.				https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-063-19-04-2017@@download/arquivo_norma/DA2017-0063.pdf
Decisão	DECISÃO Nº 064, 19/04/2017	DOU 24/04/2017, Seção 1, Págs.89 e 90	Autoriza a operação de sociedade empresária de serviço aéreo público especializado - Aero Agrícola Medianeira Ltda. - ME.	2017-04-19						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-064-19-04-2017@@download/arquivo_norma/DA2017-0064.pdf
Decisão	DECISÃO Nº 065, 19/04/2017	DOU 24/04/2017, Seção 1, Pág.90	Renova a autorização operacional de sociedade empresária de táxi aéreo e de serviço aéreo público especializado - Helisul Táxi Aéreo Ltda.	2017-04-19						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-065-19-04-2017@@download/arquivo_norma/DA2017-0065.pdf
Decisão	DECISÃO Nº 066, 19/04/2017	DOU 24/04/2017, Seção 1, Pág.90	Autoriza a operação de sociedade empresária de táxi aéreo - Ultra-Planna Táxi Aéreo Ltda.	2017-04-19						https://www.anac.gov.br/assuntos/legislacao/legislacao-1/decisoes/2017/decisao-no-066-19-04-2017@@download/arquivo_norma/DA2017-0066.pdf
